"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Conejos","Conejos","Conejos County","08021","CO","Colorado","37.2007","-106.1916","8128"
"Taylor","Taylor","Taylor County","13269","GA","Georgia","32.5555","-84.2505","8116"
"Clay","Clay","Clay County","20027","KS","Kansas","39.3497","-97.1652","8082"
"Keith","Keith","Keith County","31101","NE","Nebraska","41.1989","-101.6613","8068"
"McCulloch","McCulloch","McCulloch County","48307","TX","Texas","31.1989","-99.3476","8057"
"San Miguel","San Miguel","San Miguel County","08113","CO","Colorado","38.0038","-108.4057","8049"
"Schoolcraft","Schoolcraft","Schoolcraft County","26153","MI","Michigan","46.1966","-86.1997","8048"
"Gilmer","Gilmer","Gilmer County","54021","WV","West Virginia","38.9240","-80.8571","8041"
"Ballard","Ballard","Ballard County","21007","KY","Kentucky","37.0585","-88.9993","8032"
"Butler","Butler","Butler County","31023","NE","Nebraska","41.2261","-97.1318","8029"
"Washakie","Washakie","Washakie County","56043","WY","Wyoming","43.9050","-107.6827","8027"
"Traill","Traill","Traill County","38097","ND","North Dakota","47.4542","-97.1616","8008"
"Decatur","Decatur","Decatur County","19053","IA","Iowa","40.7377","-93.7863","7979"
"Perry","Perry","Perry County","47135","TN","Tennessee","35.6426","-87.8589","7962"
"Richardson","Richardson","Richardson County","31147","NE","Nebraska","40.1250","-95.7175","7961"
"Turner","Turner","Turner County","13287","GA","Georgia","31.7164","-83.6241","7943"
"Wheeler","Wheeler","Wheeler County","13309","GA","Georgia","32.1171","-82.7246","7928"
"Searcy","Searcy","Searcy County","05129","AR","Arkansas","35.9109","-92.6996","7908"
"Winkler","Winkler","Winkler County","48495","TX","Texas","31.8500","-103.0483","7867"
"Lincoln","Lincoln","Lincoln County","13181","GA","Georgia","33.7936","-82.4512","7856"
"Lemhi","Lemhi","Lemhi County","16059","ID","Idaho","44.9433","-113.9333","7847"
"Lake","Lake","Lake County","41037","OR","Oregon","42.7935","-120.3874","7837"
"Anderson","Anderson","Anderson County","20003","KS","Kansas","38.2142","-95.2933","7835"
"Newton","Newton","Newton County","05101","AR","Arkansas","35.9200","-93.2179","7812"
"Thomas","Thomas","Thomas County","20193","KS","Kansas","39.3509","-101.0556","7810"
"Monroe","Monroe","Monroe County","19135","IA","Iowa","41.0298","-92.8690","7807"
"Merrick","Merrick","Merrick County","31121","NE","Nebraska","41.1690","-98.0380","7798"
"Lake","Lake","Lake County","08065","CO","Colorado","39.2025","-106.3448","7751"
"Franklin","Franklin","Franklin County","28037","MS","Mississippi","31.4772","-90.8979","7733"
"Northwest Arctic","Northwest Arctic","Northwest Arctic Borough","02188","AK","Alaska","67.0530","-159.7210","7715"
"Major","Major","Major County","40093","OK","Oklahoma","36.3116","-98.5359","7692"
"Doniphan","Doniphan","Doniphan County","20043","KS","Kansas","39.7881","-95.1468","7684"
"Castro","Castro","Castro County","48069","TX","Texas","34.5299","-102.2617","7673"
"Power","Power","Power County","16077","ID","Idaho","42.6937","-112.8407","7671"
"Clay","Clay","Clay County","47027","TN","Tennessee","36.5511","-85.5439","7654"
"Dade","Dade","Dade County","29057","MO","Missouri","37.4321","-93.8503","7578"
"Ferry","Ferry","Ferry County","53019","WA","Washington","48.4703","-118.5166","7578"
"Goliad","Goliad","Goliad County","48175","TX","Texas","28.6571","-97.4264","7565"
"Elliott","Elliott","Elliott County","21063","KY","Kentucky","38.1179","-83.0976","7510"
"Kane","Kane","Kane County","49025","UT","Utah","37.2851","-111.8878","7484"
"Chariton","Chariton","Chariton County","29041","MO","Missouri","39.5151","-92.9626","7483"
"Pleasants","Pleasants","Pleasants County","54073","WV","West Virginia","39.3710","-81.1606","7482"
"Crook","Crook","Crook County","56011","WY","Wyoming","44.5885","-104.5699","7472"
"Valley","Valley","Valley County","30105","MT","Montana","48.3653","-106.6674","7471"
"Grant","Grant","Grant County","20067","KS","Kansas","37.5623","-101.3080","7467"
"Kit Carson","Kit Carson","Kit Carson County","08063","CO","Colorado","39.3055","-102.6030","7447"
"Worth","Worth","Worth County","19195","IA","Iowa","43.3774","-93.2608","7445"
"Swisher","Swisher","Swisher County","48437","TX","Texas","34.5304","-101.7350","7432"
"La Salle","La Salle","La Salle County","48283","TX","Texas","28.3451","-99.0996","7416"
"Tillman","Tillman","Tillman County","40141","OK","Oklahoma","34.3728","-98.9242","7413"
"Lake","Lake","Lake County","47095","TN","Tennessee","36.3352","-89.4935","7401"
"Boise","Boise","Boise County","16015","ID","Idaho","43.9891","-115.7304","7378"
"Rappahannock","Rappahannock","Rappahannock County","51157","VA","Virginia","38.6848","-78.1592","7378"
"Kingman","Kingman","Kingman County","20095","KS","Kansas","37.5589","-98.1363","7340"
"Forest","Forest","Forest County","42053","PA","Pennsylvania","41.5130","-79.2360","7313"
"Hutchinson","Hutchinson","Hutchinson County","46067","SD","South Dakota","43.3349","-97.7544","7308"
"Dallam","Dallam","Dallam County","48111","TX","Texas","36.2779","-102.6022","7304"
"Calhoun","Calhoun","Calhoun County","54013","WV","West Virginia","38.8445","-81.1176","7295"
"Dallas","Dallas","Dallas County","05039","AR","Arkansas","33.9698","-92.6544","7279"
"Harney","Harney","Harney County","41025","OR","Oregon","43.0641","-118.9680","7267"
"Pepin","Pepin","Pepin County","55091","WI","Wisconsin","44.5829","-92.0016","7265"
"Childress","Childress","Childress County","48075","TX","Texas","34.5291","-100.2076","7253"
"Lexington","Lexington","Lexington City","51678","VA","Virginia","37.7825","-79.4440","7241"
"Jefferson","Jefferson","Jefferson County","28063","MS","Mississippi","31.7343","-91.0373","7225"
"Wolfe","Wolfe","Wolfe County","21237","KY","Kentucky","37.7393","-83.4932","7207"
"Grant","Grant","Grant County","41023","OR","Oregon","44.4916","-119.0073","7189"
"Quitman","Quitman","Quitman County","28119","MS","Mississippi","34.2514","-90.2891","7187"
"Thurston","Thurston","Thurston County","31173","NE","Nebraska","42.1582","-96.5440","7181"
"Nicholas","Nicholas","Nicholas County","21181","KY","Kentucky","38.3356","-84.0153","7153"
"Van Buren","Van Buren","Van Buren County","19177","IA","Iowa","40.7532","-91.9500","7150"
"Grant","Grant","Grant County","46051","SD","South Dakota","45.1719","-96.7677","7149"
"Refugio","Refugio","Refugio County","48391","TX","Texas","28.3253","-97.1657","7145"
"Jefferson","Jefferson","Jefferson County","31095","NE","Nebraska","40.1757","-97.1427","7144"
"Pierce","Pierce","Pierce County","31139","NE","Nebraska","42.2644","-97.6013","7144"
"Brooks","Brooks","Brooks County","48047","TX","Texas","27.0316","-98.2187","7141"
"Union","Union","Union County","18161","IN","Indiana","39.6256","-84.9251","7113"
"Bailey","Bailey","Bailey County","48017","TX","Texas","34.0686","-102.8299","7100"
"East Carroll","East Carroll","East Carroll Parish","22035","LA","Louisiana","32.7325","-91.2351","7096"
"Adair","Adair","Adair County","19001","IA","Iowa","41.3307","-94.4710","7085"
"Monroe","Monroe","Monroe County","05095","AR","Arkansas","34.6778","-91.2039","7050"
"Weston","Weston","Weston County","56045","WY","Wyoming","43.8404","-104.5676","7049"
"King and Queen","King and Queen","King and Queen County","51097","VA","Virginia","37.7186","-76.8953","7042"
"Grand Isle","Grand Isle","Grand Isle County","50013","VT","Vermont","44.7968","-73.2949","7022"
"Charles City","Charles City","Charles City County","51036","VA","Virginia","37.3567","-77.0622","7014"
"Wallowa","Wallowa","Wallowa County","41063","OR","Oregon","45.5799","-117.1811","7004"
"Pendleton","Pendleton","Pendleton County","54071","WV","West Virginia","38.6807","-79.3509","7001"
"Tucker","Tucker","Tucker County","54093","WV","West Virginia","39.1136","-79.5650","6982"
"Presidio","Presidio","Presidio County","48377","TX","Texas","29.9998","-104.2405","6975"
"Nemaha","Nemaha","Nemaha County","31127","NE","Nebraska","40.3877","-95.8498","6973"
"Randolph","Randolph","Randolph County","13243","GA","Georgia","31.7626","-84.7542","6973"
"Schuyler","Schuyler","Schuyler County","17169","IL","Illinois","40.1580","-90.6151","6953"
"Caribou","Caribou","Caribou County","16029","ID","Idaho","42.7705","-111.5623","6953"
"Russell","Russell","Russell County","20167","KS","Kansas","38.9148","-98.7624","6948"
"Pembina","Pembina","Pembina County","38067","ND","North Dakota","48.7675","-97.5518","6947"
"Fremont","Fremont","Fremont County","19071","IA","Iowa","40.7456","-95.6047","6946"
"Cameron","Cameron","Cameron Parish","22023","LA","Louisiana","29.8754","-93.1938","6930"
"Bon Homme","Bon Homme","Bon Homme County","46009","SD","South Dakota","42.9885","-97.8846","6929"
"Ida","Ida","Ida County","19093","IA","Iowa","42.3869","-95.5135","6901"
"Wabaunsee","Wabaunsee","Wabaunsee County","20197","KS","Kansas","38.9533","-96.2050","6889"
"Lee","Lee","Lee County","21129","KY","Kentucky","37.5948","-83.7162","6881"
"Southeast Fairbanks","Southeast Fairbanks","Southeast Fairbanks Census Area","02240","AK","Alaska","63.8763","-143.2118","6878"
"Benson","Benson","Benson County","38005","ND","North Dakota","48.0694","-99.3660","6873"
"Powell","Powell","Powell County","30077","MT","Montana","46.8564","-112.9361","6854"
"Henderson","Henderson","Henderson County","17071","IL","Illinois","40.8180","-90.9251","6809"
"Lafayette","Lafayette","Lafayette County","05073","AR","Arkansas","33.2409","-93.6071","6800"
"Pocahontas","Pocahontas","Pocahontas County","19151","IA","Iowa","42.7342","-94.6787","6797"
"Treutlen","Treutlen","Treutlen County","13283","GA","Georgia","32.4039","-82.5673","6795"
"Clark","Clark","Clark County","29045","MO","Missouri","40.4103","-91.7384","6779"
"Fall River","Fall River","Fall River County","46047","SD","South Dakota","43.2394","-103.5275","6747"
"Lac qui Parle","Lac qui Parle","Lac qui Parle County","27073","MN","Minnesota","44.9955","-96.1735","6719"
"Blaine","Blaine","Blaine County","30005","MT","Montana","48.4327","-108.9586","6719"
"Cumberland","Cumberland","Cumberland County","21057","KY","Kentucky","36.7866","-85.3885","6697"
"Clinch","Clinch","Clinch County","13065","GA","Georgia","30.9150","-82.7063","6686"
"Huerfano","Huerfano","Huerfano County","08055","CO","Colorado","37.6847","-104.9606","6679"
"Pawnee","Pawnee","Pawnee County","20145","KS","Kansas","38.1813","-99.2367","6629"
"Brown","Brown","Brown County","17009","IL","Illinois","39.9618","-90.7504","6628"
"Gentry","Gentry","Gentry County","29075","MO","Missouri","40.2121","-94.4099","6616"
"Pershing","Pershing","Pershing County","32027","NV","Nevada","40.4404","-118.4044","6615"
"Saguache","Saguache","Saguache County","08109","CO","Colorado","38.0805","-106.2815","6592"
"Hancock","Hancock","Hancock County","47067","TN","Tennessee","36.5236","-83.2219","6587"
"Woodruff","Woodruff","Woodruff County","05147","AR","Arkansas","35.1863","-91.2431","6533"
"Kearney","Kearney","Kearney County","31099","NE","Nebraska","40.5067","-98.9480","6529"
"Surry","Surry","Surry County","51181","VA","Virginia","37.1098","-76.9002","6523"
"Norman","Norman","Norman County","27107","MN","Minnesota","47.3265","-96.4553","6520"
"Beaver","Beaver","Beaver County","49001","UT","Utah","38.3570","-113.2355","6517"
"Galax","Galax","Galax City","51640","VA","Virginia","36.6661","-80.9176","6517"
"Burt","Burt","Burt County","31021","NE","Nebraska","41.8515","-96.3286","6510"
"Moody","Moody","Moody County","46101","SD","South Dakota","44.0220","-96.6709","6507"
"Bottineau","Bottineau","Bottineau County","38009","ND","North Dakota","48.7922","-100.8333","6502"
"Buena Vista","Buena Vista","Buena Vista City","51530","VA","Virginia","37.7319","-79.3569","6484"
"Spink","Spink","Spink County","46115","SD","South Dakota","44.9380","-98.3462","6483"
"Edwards","Edwards","Edwards County","17047","IL","Illinois","38.4165","-88.0533","6455"
"Menifee","Menifee","Menifee County","21165","KY","Kentucky","37.9414","-83.5989","6443"
"Wayne","Wayne","Wayne County","19185","IA","Iowa","40.7395","-93.3274","6429"
"Howard","Howard","Howard County","31093","NE","Nebraska","41.2201","-98.5171","6417"
"Prince of Wales-Hyder","Prince of Wales-Hyder","Prince of Wales-Hyder Census Area","02198","AK","Alaska","55.7997","-133.0192","6407"
"Bland","Bland","Bland County","51021","VA","Virginia","37.1340","-81.1302","6388"
"Rio Blanco","Rio Blanco","Rio Blanco County","08103","CO","Colorado","39.9798","-108.2171","6384"
"Moore","Moore","Moore County","47127","TN","Tennessee","35.2846","-86.3587","6378"
"Calhoun","Calhoun","Calhoun County","13037","GA","Georgia","31.5292","-84.6245","6365"
"Antelope","Antelope","Antelope County","31003","NE","Nebraska","42.1769","-98.0667","6341"
"Luce","Luce","Luce County","26095","MI","Michigan","46.4707","-85.5444","6338"
"Talbot","Talbot","Talbot County","13263","GA","Georgia","32.6995","-84.5330","6321"
"Stewart","Stewart","Stewart County","13259","GA","Georgia","32.0785","-84.8352","6293"
"Wilkin","Wilkin","Wilkin County","27167","MN","Minnesota","46.3571","-96.4683","6291"
"Reynolds","Reynolds","Reynolds County","29179","MO","Missouri","37.3623","-90.9691","6290"
"Alexander","Alexander","Alexander County","17003","IL","Illinois","37.1915","-89.3375","6260"
"Sullivan","Sullivan","Sullivan County","29211","MO","Missouri","40.2106","-93.1115","6247"
"Ellsworth","Ellsworth","Ellsworth County","20053","KS","Kansas","38.6966","-98.2047","6231"
"Clay","Clay","Clay County","31035","NE","Nebraska","40.5244","-98.0513","6203"
"Essex","Essex","Essex County","50009","VT","Vermont","44.7280","-71.7362","6200"
"Taylor","Taylor","Taylor County","19173","IA","Iowa","40.7374","-94.6964","6167"
"Jefferson","Jefferson","Jefferson County","40067","OK","Oklahoma","34.1110","-97.8358","6158"
"Carter","Carter","Carter County","29035","MO","Missouri","36.9412","-90.9623","6147"
"Mitchell","Mitchell","Mitchell County","20123","KS","Kansas","39.3933","-98.2094","6145"
"Sullivan","Sullivan","Sullivan County","42113","PA","Pennsylvania","41.4462","-76.5122","6135"
"Fulton","Fulton","Fulton County","21075","KY","Kentucky","36.5540","-89.1873","6130"
"Teton","Teton","Teton County","30099","MT","Montana","47.8371","-112.2409","6086"
"Greenwood","Greenwood","Greenwood County","20073","KS","Kansas","37.8778","-96.2326","6081"
"Garza","Garza","Garza County","48169","TX","Texas","33.1799","-101.2985","6070"
"Osceola","Osceola","Osceola County","19143","IA","Iowa","43.3786","-95.6237","6052"
"Gray","Gray","Gray County","20069","KS","Kansas","37.7382","-100.4379","6039"
"Hamlin","Hamlin","Hamlin County","46057","SD","South Dakota","44.6738","-97.1883","6025"
"Gilpin","Gilpin","Gilpin County","08047","CO","Colorado","39.8575","-105.5226","6018"
"Shelby","Shelby","Shelby County","29205","MO","Missouri","39.7978","-92.0766","6013"
"Carson","Carson","Carson County","48065","TX","Texas","35.4035","-101.3542","6009"
"Bear Lake","Bear Lake","Bear Lake County","16007","ID","Idaho","42.2848","-111.3297","6000"
"Pondera","Pondera","Pondera County","30073","MT","Montana","48.2277","-112.2263","5994"
"San Saba","San Saba","San Saba County","48411","TX","Texas","31.1552","-98.8176","5991"
"Stanton","Stanton","Stanton County","31167","NE","Nebraska","41.9169","-97.1939","5957"
"Broadwater","Broadwater","Broadwater County","30007","MT","Montana","46.3324","-111.4955","5945"
"Sherman","Sherman","Sherman County","20181","KS","Kansas","39.3514","-101.7200","5938"
"Grant","Grant","Grant County","27051","MN","Minnesota","45.9341","-96.0122","5935"
"McHenry","McHenry","McHenry County","38049","ND","North Dakota","48.2346","-100.6363","5878"
"Ontonagon","Ontonagon","Ontonagon County","26131","MI","Michigan","46.6645","-89.3149","5877"
"Ohio","Ohio","Ohio County","18115","IN","Indiana","38.9501","-84.9651","5874"
"Greer","Greer","Greer County","40055","OK","Oklahoma","34.9357","-99.5608","5861"
"Cotton","Cotton","Cotton County","40033","OK","Oklahoma","34.2902","-98.3722","5858"
"Alfalfa","Alfalfa","Alfalfa County","40003","OK","Oklahoma","36.7311","-98.3240","5847"
"Crosby","Crosby","Crosby County","48107","TX","Texas","33.6147","-101.3000","5836"
"Dewey","Dewey","Dewey County","46041","SD","South Dakota","45.1566","-100.8718","5833"
"Lynn","Lynn","Lynn County","48305","TX","Texas","33.1768","-101.8161","5830"
"Ottawa","Ottawa","Ottawa County","20143","KS","Kansas","39.1325","-97.6502","5822"
"Floyd","Floyd","Floyd County","48153","TX","Texas","34.0724","-101.3032","5803"
"Wirt","Wirt","Wirt County","54105","WV","West Virginia","39.0224","-81.3787","5798"
"Miller","Miller","Miller County","13201","GA","Georgia","31.1640","-84.7308","5787"
"Bent","Bent","Bent County","08011","CO","Colorado","37.9551","-103.0717","5787"
"Cherry","Cherry","Cherry County","31031","NE","Nebraska","42.5450","-101.1186","5779"
"Van Buren","Van Buren","Van Buren County","47175","TN","Tennessee","35.6960","-85.4526","5760"
"Crowley","Crowley","Crowley County","08025","CO","Colorado","38.3266","-103.7845","5754"
"Chouteau","Chouteau","Chouteau County","30015","MT","Montana","47.8806","-110.4352","5732"
"Haskell","Haskell","Haskell County","48207","TX","Texas","33.1782","-99.7303","5726"
"Putnam","Putnam","Putnam County","17155","IL","Illinois","41.2045","-89.2858","5721"
"Dixon","Dixon","Dixon County","31051","NE","Nebraska","42.4932","-96.8678","5719"
"Aleutians West","Aleutians West","Aleutians West Census Area","02016","AK","Alaska","52.7980","-106.6061","5698"
"Iron","Iron","Iron County","55051","WI","Wisconsin","46.2623","-90.2421","5687"
"Lincoln","Lincoln","Lincoln County","27081","MN","Minnesota","44.4126","-96.2671","5677"
"Hartley","Hartley","Hartley County","48205","TX","Texas","35.8400","-102.6029","5669"
"Martin","Martin","Martin County","48317","TX","Texas","32.3060","-101.9513","5649"
"Lander","Lander","Lander County","32015","NV","Nevada","39.9337","-117.0380","5643"
"Stevens","Stevens","Stevens County","20189","KS","Kansas","37.1923","-101.3121","5603"
"Covington","Covington","Covington City","51580","VA","Virginia","37.7785","-79.9868","5598"
"Harper","Harper","Harper County","20077","KS","Kansas","37.1916","-98.0755","5594"
"Lincoln","Lincoln","Lincoln County","08073","CO","Colorado","38.9881","-103.5140","5585"
"Coal","Coal","Coal County","40029","OK","Oklahoma","34.5882","-96.2978","5581"
"Audubon","Audubon","Audubon County","19009","IA","Iowa","41.6846","-94.9058","5571"
"Morris","Morris","Morris County","20127","KS","Kansas","38.6874","-96.6499","5566"
"McCook","McCook","McCook County","46087","SD","South Dakota","43.6743","-97.3685","5548"
"Fillmore","Fillmore","Fillmore County","31059","NE","Nebraska","40.5247","-97.5965","5547"
"Hansford","Hansford","Hansford County","48195","TX","Texas","36.2774","-101.3546","5520"
"Pulaski","Pulaski","Pulaski County","17153","IL","Illinois","37.2230","-89.1266","5510"
"Mahnomen","Mahnomen","Mahnomen County","27087","MN","Minnesota","47.3253","-95.8090","5501"
"Washington","Washington","Washington County","20201","KS","Kansas","39.7842","-97.0875","5493"
"Day","Day","Day County","46037","SD","South Dakota","45.3671","-97.6074","5486"
"Tripp","Tripp","Tripp County","46123","SD","South Dakota","43.3459","-99.8840","5458"
"Walworth","Walworth","Walworth County","46129","SD","South Dakota","45.4299","-100.0315","5457"
"Stark","Stark","Stark County","17175","IL","Illinois","41.0934","-89.7975","5447"
"Norton","Norton","Norton County","20137","KS","Kansas","39.7844","-99.9035","5446"
"Emporia","Emporia","Emporia City","51595","VA","Virginia","36.6953","-77.5356","5442"
"Yukon-Koyukuk","Yukon-Koyukuk","Yukon-Koyukuk Census Area","02290","AK","Alaska","65.5086","-151.3896","5377"
"Beaver","Beaver","Beaver County","40007","OK","Oklahoma","36.7496","-100.4768","5377"
"Cook","Cook","Cook County","27031","MN","Minnesota","47.9026","-90.5346","5376"
"Lincoln","Lincoln","Lincoln County","16063","ID","Idaho","43.0024","-114.1383","5350"
"Phillips","Phillips","Phillips County","20147","KS","Kansas","39.7846","-99.3470","5340"
"Wheeler","Wheeler","Wheeler County","48483","TX","Texas","35.4012","-100.2698","5338"
"Ransom","Ransom","Ransom County","38073","ND","North Dakota","46.4562","-97.6574","5314"
"Warren","Warren","Warren County","13301","GA","Georgia","33.4089","-82.6768","5297"
"Boone","Boone","Boone County","31011","NE","Nebraska","41.7068","-98.0672","5279"
"Brule","Brule","Brule County","46015","SD","South Dakota","43.7181","-99.0809","5258"
"Delta","Delta","Delta County","48119","TX","Texas","33.3863","-95.6724","5249"
"Jim Hogg","Jim Hogg","Jim Hogg County","48247","TX","Texas","27.0434","-98.6973","5231"
"Sheridan","Sheridan","Sheridan County","31161","NE","Nebraska","42.5048","-102.4089","5231"
"Atchison","Atchison","Atchison County","29005","MO","Missouri","40.4308","-95.4281","5229"
"Polk","Polk","Polk County","31143","NE","Nebraska","41.1869","-97.5684","5225"
"Schley","Schley","Schley County","13249","GA","Georgia","32.2617","-84.3148","5221"
"Hyde","Hyde","Hyde County","37095","NC","North Carolina","35.5305","-76.2508","5213"
"Calhoun","Calhoun","Calhoun County","05013","AR","Arkansas","33.5580","-92.5030","5192"
"Lincoln","Lincoln","Lincoln County","32017","NV","Nevada","37.6433","-114.8775","5180"
"Johnson","Johnson","Johnson County","31097","NE","Nebraska","40.3926","-96.2651","5161"
"Craig","Craig","Craig County","51045","VA","Virginia","37.4817","-80.2114","5110"
"Pickett","Pickett","Pickett County","47137","TN","Tennessee","36.5584","-85.0749","5079"
"Gallatin","Gallatin","Gallatin County","17059","IL","Illinois","37.7627","-88.2304","5064"
"Thayer","Thayer","Thayer County","31169","NE","Nebraska","40.1762","-97.5950","5057"
"Rooks","Rooks","Rooks County","20163","KS","Kansas","39.3502","-99.3250","5053"
"Scott","Scott","Scott County","17171","IL","Illinois","39.6441","-90.4747","5005"
"Garfield","Garfield","Garfield County","49017","UT","Utah","37.8549","-111.4431","4998"
"Big Stone","Big Stone","Big Stone County","27011","MN","Minnesota","45.4261","-96.4109","4996"
"Ringgold","Ringgold","Ringgold County","19159","IA","Iowa","40.7352","-94.2440","4964"
"Dillingham","Dillingham","Dillingham Census Area","02070","AK","Alaska","59.7991","-158.2351","4961"
"Kingsbury","Kingsbury","Kingsbury County","46077","SD","South Dakota","44.3696","-97.4915","4944"
"Dickey","Dickey","Dickey County","38021","ND","North Dakota","46.1102","-98.5047","4938"
"Dewey","Dewey","Dewey County","40043","OK","Oklahoma","35.9876","-99.0079","4922"
"Scott","Scott","Scott County","20171","KS","Kansas","38.4822","-100.9069","4917"
"Scotland","Scotland","Scotland County","29199","MO","Missouri","40.4526","-92.1471","4902"
"Toole","Toole","Toole County","30101","MT","Montana","48.6554","-111.6956","4892"
"Marshall","Marshall","Marshall County","46091","SD","South Dakota","45.7586","-97.5986","4891"
"Mills","Mills","Mills County","48333","TX","Texas","31.4952","-98.5955","4889"
"Washington","Washington","Washington County","08121","CO","Colorado","39.9710","-103.2012","4868"
"Calhoun","Calhoun","Calhoun County","17013","IL","Illinois","39.1693","-90.6676","4830"
"Crane","Crane","Crane County","48103","TX","Texas","31.4286","-102.5156","4802"
"Ouray","Ouray","Ouray County","08091","CO","Colorado","38.1555","-107.7693","4796"
"Carlisle","Carlisle","Carlisle County","21039","KY","Kentucky","36.8532","-88.9710","4784"
"Putnam","Putnam","Putnam County","29171","MO","Missouri","40.4789","-93.0162","4781"
"Morrill","Morrill","Morrill County","31123","NE","Nebraska","41.7160","-103.0106","4781"
"Custer","Custer","Custer County","08027","CO","Colorado","38.1087","-105.3675","4776"
"Musselshell","Musselshell","Musselshell County","30065","MT","Montana","46.4966","-108.3981","4766"
"Furnas","Furnas","Furnas County","31065","NE","Nebraska","40.1764","-99.9123","4747"
"Republic","Republic","Republic County","20157","KS","Kansas","39.8278","-97.6506","4658"
"Barber","Barber","Barber County","20007","KS","Kansas","37.2289","-98.6848","4624"
"Cameron","Cameron","Cameron County","42023","PA","Pennsylvania","41.4368","-78.2039","4611"
"Hot Springs","Hot Springs","Hot Springs County","56017","WY","Wyoming","43.7190","-108.4422","4607"
"Tensas","Tensas","Tensas Parish","22107","LA","Louisiana","32.0017","-91.3401","4561"
"Menominee","Menominee","Menominee County","55078","WI","Wisconsin","45.0044","-88.7100","4558"
"Schuyler","Schuyler","Schuyler County","29197","MO","Missouri","40.4703","-92.5210","4555"
"Mora","Mora","Mora County","35033","NM","New Mexico","36.0104","-104.9448","4536"
"Hamilton","Hamilton","Hamilton County","36041","NY","New York","43.6611","-74.4974","4515"
"Hickman","Hickman","Hickman County","21105","KY","Kentucky","36.6781","-88.9762","4510"
"Mineral","Mineral","Mineral County","32021","NV","Nevada","38.5388","-118.4351","4460"
"Owsley","Owsley","Owsley County","21189","KY","Kentucky","37.4192","-83.6831","4442"
"Holt","Holt","Holt County","29087","MO","Missouri","40.0944","-95.2155","4432"
"Hudspeth","Hudspeth","Hudspeth County","48229","TX","Texas","31.4562","-105.3865","4415"
"Sharkey","Sharkey","Sharkey County","28125","MS","Mississippi","32.8799","-90.8132","4404"
"Grant","Grant","Grant County","40053","OK","Oklahoma","36.7961","-97.7861","4397"
"Dunn","Dunn","Dunn County","38025","ND","North Dakota","47.3568","-102.6182","4395"
"Oneida","Oneida","Oneida County","16071","ID","Idaho","42.1950","-112.5394","4385"
"Kimble","Kimble","Kimble County","48267","TX","Texas","30.4868","-99.7487","4373"
"Sioux","Sioux","Sioux County","38085","ND","North Dakota","46.1127","-101.0404","4373"
"Guadalupe","Guadalupe","Guadalupe County","35019","NM","New Mexico","34.8633","-104.7907","4353"
"Deuel","Deuel","Deuel County","46039","SD","South Dakota","44.7600","-96.6680","4318"
"Florence","Florence","Florence County","55037","WI","Wisconsin","45.8485","-88.3981","4314"
"Kittson","Kittson","Kittson County","27069","MN","Minnesota","48.7766","-96.7829","4311"
"Bath","Bath","Bath County","51017","VA","Virginia","38.0587","-79.7411","4307"
"Hidalgo","Hidalgo","Hidalgo County","35023","NM","New Mexico","31.9140","-108.7148","4297"
"Phillips","Phillips","Phillips County","08095","CO","Colorado","40.5940","-102.3576","4290"
"Wahkiakum","Wahkiakum","Wahkiakum County","53069","WA","Washington","46.2918","-123.4244","4268"
"Mineral","Mineral","Mineral County","30061","MT","Montana","47.1472","-114.9983","4251"
"Nuckolls","Nuckolls","Nuckolls County","31129","NE","Nebraska","40.1764","-98.0472","4244"
"Valley","Valley","Valley County","31175","NE","Nebraska","41.5673","-98.9819","4206"
"Pope","Pope","Pope County","17151","IL","Illinois","37.4127","-88.5615","4203"
"Mason","Mason","Mason County","48319","TX","Texas","30.7177","-99.2261","4186"
"Gregory","Gregory","Gregory County","46053","SD","South Dakota","43.1924","-99.1856","4186"
"Stafford","Stafford","Stafford County","20185","KS","Kansas","38.0310","-98.7174","4181"
"Meade","Meade","Meade County","20119","KS","Kansas","37.2381","-100.3663","4180"
"Custer","Custer","Custer County","16037","ID","Idaho","44.2411","-114.2817","4169"
"Corson","Corson","Corson County","46031","SD","South Dakota","45.7086","-101.1969","4150"
"Union","Union","Union County","35059","NM","New Mexico","36.4816","-103.4710","4133"
"Pierce","Pierce","Pierce County","38069","ND","North Dakota","48.2496","-99.9718","4126"
"LaMoure","LaMoure","LaMoure County","38045","ND","North Dakota","46.4569","-98.5355","4125"
"Adams","Adams","Adams County","16003","ID","Idaho","44.8896","-116.4538","4097"
"Tyrrell","Tyrrell","Tyrrell County","37177","NC","North Carolina","35.8172","-76.2090","4095"
"Phillips","Phillips","Phillips County","30071","MT","Montana","48.2592","-107.9132","4077"
"Haskell","Haskell","Haskell County","20081","KS","Kansas","37.5622","-100.8712","4018"
"Red Lake","Red Lake","Red Lake County","27125","MN","Minnesota","47.8717","-96.0953","4015"
"Ellis","Ellis","Ellis County","40045","OK","Oklahoma","36.2183","-99.7546","4015"
"Hemphill","Hemphill","Hemphill County","48211","TX","Texas","35.8375","-100.2706","3994"
"Columbia","Columbia","Columbia County","53013","WA","Washington","46.2975","-117.9078","3992"
"Storey","Storey","Storey County","32029","NV","Nevada","39.4469","-119.5293","3988"
"Echols","Echols","Echols County","13101","GA","Georgia","30.7101","-82.8940","3981"
"Wells","Wells","Wells County","38103","ND","North Dakota","47.5875","-99.6609","3976"
